TP_LINGUA;NU_NOTA_MT;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_LC;NU_CORRETAS_MT;NU_CORRETAS_CH;NU_CORRETAS_CN;NU_CORRETAS_LC;TX_COERENCIA_MT;TX_COERENCIA_CH;TX_COERENCIA_CN;TX_COERENCIA_LC;CO_PROVA_MT;CO_PROVA_CH;CO_PROVA_CN;CO_PROVA_LC
0;522.5;569.5;505.7;535.5;10;21;14;23;000010011000000110010010000000010000010100022;111111000010001000100001011011000101010111002;001110100001100100001100010000000011001012222;001010101101100111110010011001111010000010110;1076.0;1055.0;1086.0;1065.0
1;481.9;453.4;492.4;525.5;7;11;11;19;000001100000010010110000000000000000001000022;100001010110000000001100000010010010000000002;010000001001110111000000000000100010000002222;001101000011000000111111001101100000001100101;1075.0;1057.0;1085.0;1068.0
1;393.6;536.9;547.1;432.8;7;18;14;14;000000000010001000100000100000000101001000022;001011101011000001101001110110001000010000002;110000000001110000001001000010000011110002222;010000000000011011100001000010010001010010101;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;522.9;564.7;552.4;555.4;15;19;13;22;001000100011010100001111000001100000101001022;100001111110111001000001000000001010000011112;100010010111010010101001010000000000100002222;001101001111001001101111000010100001111000101;1075.0;1057.0;1085.0;1068.0
0;397.9;483.5;416.3;347.3;7;14;9;7;000001001000000010100010100000000000001000022;110000010110000000000101000110000000001101102;010110001010000010000000000000010000001102222;010000000000000011000000100000000001100000100;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;512.5;533.5;583.6;508.0;10;17;16;17;000001000000010001000101000000001110010001022;110010110100000111100110100000000000000111102;110100000001011000010100011011001000010002222;000011000011000000101111001001010110001000110;1075.0;1057.0;1085.0;1068.0
0;494.4;530.2;415.9;518.6;12;19;8;18;010010001110010000000000000000100001110011022;010000011010000010100100010010101010111011112;100000000100000100010000001000010000000002222;001001001000110110100000111100111000101000100;1078.0;1056.0;1087.0;1066.0
1;635.8;603.7;547.9;554.3;17;26;13;24;111000100101000000010110000101000001001111122;111010111010101110001010000110011111100111002;000001000000000001001000001111000101010012222;001100110001011000111111010101110011100001110;1078.0;1056.0;1087.0;1066.0
1;423.4;533.7;454.0;481.0;7;17;13;16;010000010000000101110000100000000000000000022;110010011110010010000001000010110010100001002;011000001001001000110000000010100100011102222;010101010010010001010100000001000011011000110;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;419.7;523.1;467.7;498.2;10;17;12;19;010000000000001100010000010001001100100001022;001001010111000001001001011010000000101101012;011100010011000010000001000101100000000102222;011100011110010111001001001000010011100000001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;616.1;593.7;457.6;590.4;13;24;9;28;001001010000010111000001001010001000100000022;101110001111111000011100101111011100000001102;000000110000000100100000001000000010011002222;110111101110000010011111011111001011100011101;1077.0;1058.0;1088.0;1067.0
0;569.2;504.4;457.8;511.0;16;16;11;19;100010000010010100010011101010010110010000022;000000011000001001011000001010010011001001112;000010001001101100000110000100100000000002222;111000000111111000110011010010010000010000101;1075.0;1057.0;1085.0;1068.0
0;766.2;679.9;645.3;610.8;24;34;22;32;111101010001011011000010001110000011111001122;111111111111111110011111101010111100001011102;011010001111000100101100001101001011111012222;111111111110110011011100011111100111011010110;1185.0;1178.0;1189.0;1182.0
1;567.8;401.0;435.5;598.4;18;6;7;26;101001110000010001011001011100001001110010022;000000000101000000000001000010000000000001002;001000010010000000000001000100000000001102222;111100101110011011001001001110010111100001111;1077.0;1058.0;1088.0;1067.0
0;604.2;571.2;605.2;552.5;14;21;18;21;010000000101000010010000001001010100101011022;110001101000100101110000010100101110101101102;000010100000100110111001010010110100011012222;111110101001111100000000000000110101101101100;1078.0;1056.0;1087.0;1066.0
1;538.7;606.5;461.2;506.2;13;27;9;17;001001000000000011001010010001000000100011022;111101101101100100111010010101001100011110112;100010000000000010110010001001000000000002222;001110001001011000010000110000101110110000100;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;487.2;395.4;468.9;471.6;13;7;9;14;100001000010101001000000010100000001100001122;001000000100010100000001001000000100000000002;000000010000001100000010000011100000101002222;101110101110000001000001010000101000001000000;1077.0;1058.0;1088.0;1067.0
1;372.2;466.5;424.1;417.3;9;14;6;11;000110100000000000011110010000000000000001022;100011010110100101010100000000000010000000102;010000000000100011001000000000000000000002222;000000001100000011010011001000100000010010000;1077.0;1058.0;1088.0;1067.0
1;431.9;563.7;454.2;524.1;9;25;10;21;000000100101010100000000101000100010000000022;010000110011011010000111011011110010111011012;000000000001101111000000010000000000110002222;001001000111010000011011001101100001010110111;1075.0;1057.0;1085.0;1068.0
0;573.5;588.2;496.1;627.2;14;23;13;32;010001100011010000001000000101001001000010022;110000101010000101010110101000011111100111012;000010100000100000011000001011001110010002222;111111111001101110110010001101110101111101111;1078.0;1056.0;1087.0;1066.0
1;479.9;514.4;470.8;524.1;9;15;11;23;010000000000000010001000000010001100100011022;101101110111001001001000010100100000000000002;100000011000001000000001001110000000101002222;011000000111000110010001001110011011011110111;1077.0;1058.0;1088.0;1067.0
0;369.4;559.2;494.7;518.8;6;20;10;21;000000000001010010001010000010000000000000022;110010111110011010111000010010000000010011102;100000000101101100001000000100000001000002222;110111000011000100100111001000110000011100111;1183.0;1177.0;1187.0;1181.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;500.1;314.8;549.9;425.3;15;8;15;11;010000001001100001001000011011000100001001022;000000100110100010000000000100100000100000002;000010000101111001000011001100000011001002222;000011100011001000000001000000001001100000100;1075.0;1057.0;1085.0;1068.0
0;653.0;549.6;541.6;476.7;14;20;15;15;010001110000000000000000001010101011000001122;001001000111100101001101111110001100100000102;011101010000010000101011000100000000110112222;000100001100011000000101001011100100011001000;1077.0;1058.0;1088.0;1067.0
1;nan;554.8;nan;599.5;0;19;0;28;;100100100110011110010000010010000011010111012;;001111110011111000111111010111010010101101100;nan;1057.0;nan;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;468.3;520.4;467.5;476.8;13;14;11;17;100100000010001010001101101010101000000000022;100101011110000100011101000110000000000000002;000001010001000100001001000001100000001112222;100110000100110010000111001000010001000011110;1077.0;1058.0;1088.0;1067.0
1;384.0;451.6;419.5;447.0;7;12;9;13;110000000100000000100000000000000001001100022;100010110000000001000000010010000010101011002;000100000010110000100000000010000000100112222;000000000000001000001001100001010000011101111;1076.0;1055.0;1086.0;1065.0
1;365.6;414.3;407.9;402.7;8;11;10;12;000000001010000000010000000000110000000001122;010001010110010000000001000000000100001001012;000100000100001010100000100100000001010002222;100101010000000100001000010010010001000001100;1075.0;1057.0;1085.0;1068.0
0;561.4;545.8;408.2;557.7;13;21;5;22;010000000000000001110000001010010101011101022;001010010011000110010011100011110010011001012;000000001001100000000000000000000000000002222;011111101011111001000101000110100000010100101;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;452.9;475.9;536.6;570.4;7;14;15;26;010000000000000011100000000000000001100000122;000101000110000001011000011000100001100010102;000000001000000100001011011110010010100002222;111110011010011011001001011100011011001011110;1077.0;1058.0;1088.0;1067.0
1;508.0;387.2;424.8;436.6;9;13;11;14;110000000000000000100000010000100001000001022;010000000000110001010001001011100000001000102;100000010110000110010101000000001000000002222;000001011000101101000111000001100000000110000;1078.0;1056.0;1087.0;1066.0
1;447.8;540.1;558.1;470.8;14;18;14;16;100001001011001000001000000000110010110011022;011100111000000100101100000101000011000111002;001001100000000001011001000010100100000112222;100000000000111100011001000110000100101010110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;462.5;506.0;453.5;462.0;11;16;10;14;100101000000010001111010001000000000000001022;001011000000010000100100010001010001110111102;000011010000000001000000100010000010100102222;001000001101101010010010000000100000010110100;1076.0;1055.0;1086.0;1065.0
0;451.3;620.6;551.9;616.1;11;30;17;31;000101010010010000000001001101000100000000122;101101011111001011101101111110011100110111002;000010010100010100011001000111000010011112222;111110001110111011000011011111101011111001111;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;456.0;454.5;478.3;357.0;9;15;10;8;000100010100000000110000000000100010001000022;000111010000100001010000110111000100000010012;000110001000000100001100000010000010100002222;000000010000000000100100000010100001000100010;1075.0;1057.0;1085.0;1068.0
1;459.1;501.4;491.4;387.5;10;13;11;8;000000000000000111100001001000101100000010022;101001110111000100001000110000000000000000102;111010000000000000001001001011110000000002222;000000001010001000001100000000000001011000000;1077.0;1058.0;1088.0;1067.0
0;697.7;608.2;585.1;641.0;18;28;14;32;011101010000000011100010001111000001010001022;101101011101001101100100100011111011110011112;001000001001001000000011000111010110000002222;111110101111111011010101010110101111001011111;1077.0;1058.0;1088.0;1067.0
1;521.7;473.7;395.8;444.4;11;17;8;10;100000110000000000011001101000000100011000022;000001101001011110000011001100000101011001002;001000001000000000000000000100100010100002222;010001010010001000000101000001100000000000100;1075.0;1057.0;1085.0;1068.0
1;486.2;491.1;541.4;363.8;9;14;15;7;000001010010001000010000100000000100011000022;100000010100001100110100011000010010000001002;000110001010100000000001101111000011001002222;000000000000010000000100001010000001000100100;1075.0;1057.0;1085.0;1068.0
0;553.6;529.1;503.0;456.4;14;17;12;13;110000010000110010110011010110000100000000022;000100101110010000001111001010110010000000012;110100011010000000000010000100010001100002222;011000101100010010000001000100001000001010100;1077.0;1058.0;1088.0;1067.0
1;540.1;548.4;480.7;544.5;10;18;13;21;000011010000000010010100011010000000000010022;001001101111000100101011000010001000111010002;011100001110010010100000100110000000000002222;101110001010010000000101001110001011001011111;1077.0;1058.0;1088.0;1067.0
0;521.7;513.3;484.5;550.2;9;15;14;24;010000000100000010000000000100100001000001022;010000111001000000000101000100110010001101102;010000110000101011010010000000100001000002222;010000111101110100110001101100111100010110110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;450.1;414.7;431.5;494.2;12;10;11;17;001010000011100100000010010001000000110001022;010000000000000000011100001000001010000100102;000110011000101000000100100001000100000002222;000011011000001100100001011000110011100011000;1078.0;1056.0;1087.0;1066.0
1;411.8;472.3;470.9;510.4;8;11;13;18;010100010010000000000010000100000010000000122;001011001001000000100000110000001100001000002;000000000110010100111100010111000000000002222;000000000000001010010111110101111000110010101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;476.4;567.2;490.4;602.1;10;22;10;29;100000000011000001000011000100000111000000022;000111010111010011110000010111101100010011002;100110010110000000001000000011000000010002222;111110011000111010011110111110111100111000110;1076.0;1055.0;1086.0;1065.0
0;385.5;404.6;550.9;330.3;11;8;14;6;000001010000000000001000010010111100000100022;100000100000011000000000100010000011000000002;000001000111001010101000011010100000101002222;000000000001100000000010000000000000100101000;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;403.6;526.4;475.4;522.3;6;19;10;21;000000010000000000011010010000000000001000022;101110000101101010100111110100001010000001002;010001110010001000100000000000000000011002222;001000110101101010010010101111000000111010101;1076.0;1055.0;1086.0;1065.0
0;nan;455.0;nan;446.8;0;11;0;14;;110000000101001000000000010010111000100000002;;000010010000010000100011001000000110111001010;nan;1056.0;nan;1066.0
1;389.8;536.2;460.6;533.4;7;20;11;23;000000010000011000101000100000000100000000022;110000010010011100001111001110000010001011112;000100000001000100110010000000001001101102222;010010010110011010110011100101111000001110101;1075.0;1057.0;1085.0;1068.0
0;578.4;519.9;496.0;605.4;12;16;11;30;110000100010000100000000000001001111000000122;110001011000001000110010000110010011000010002;110100100000000000000000100001100111010002222;011010011101111100100101111000110111111111110;1078.0;1056.0;1087.0;1066.0
0;573.3;566.7;516.3;550.3;9;20;13;25;010000001000000000000000001001000101000110022;111100101000011000000010110110010010101101002;010101010001000010000001000001011100000002222;011001011000010100010001110101010111111111101;1186.0;1176.0;1190.0;1180.0
1;401.7;450.1;532.5;477.6;12;11;12;16;100000000000010100100101100000001010101100022;100001000000001100011100010010100000000001002;010000001000000100000010010100110011000012222;101100101010001000010001001010110010101000000;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;557.1;488.8;443.6;491.7;8;16;11;15;011001010000000000000000001000000000000101022;101101100100100100011010010010001000110000002;100100000001000000000001001101100011010002222;101001101000001000000001011010010011000001001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;374.8;550.5;485.7;554.0;4;20;10;21;000000001000000000010000001010000000000000022;100000110001100010000100101011010010110101112;000010001001000100000001001000010000101002222;001001101011001011110011000001100001110000111;1075.0;1057.0;1085.0;1068.0
0;nan;519.2;nan;563.2;0;17;0;27;;100100010110001010000110001011010100001101002;;011100010111011011011111111100110110010000101;nan;1057.0;nan;1068.0
0;nan;510.0;nan;462.6;0;16;0;14;;111000001001101000010100000001101100010100002;;000101011100100100000000000011100000110000011;nan;1056.0;nan;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;511.1;433.2;482.5;491.1;9;11;10;17;010000100001010001000000001010001000010000022;010000010000000101000011010100000011000001002;000010001001100000100010101100000001000002222;010101000001000101100101110001111000000100100;1183.0;1177.0;1187.0;1181.0
0;455.9;468.8;416.4;425.6;10;11;12;12;000100001010100100000000001010000000011001022;010000011000000000011001000010000000000001112;101101000001000010000010110100100100000002222;010000010011001000001111000011000000000000010;1075.0;1057.0;1085.0;1068.0
0;864.7;732.6;764.3;734.6;34;38;34;41;111111111111010011011111010101111000111101122;111111111111100101111111011101011111101111112;010010111111011101010111101110111111111112222;011111111111111111011111111111101111111111101;1076.0;1055.0;1086.0;1065.0
1;452.6;396.1;512.4;414.6;9;9;13;12;010010000001010001000000000000000001001000022;010000100000000100000000110000000001000001102;101001110100100011001000100000000100000012222;001110100000010100010000010101001000100000000;1078.0;1056.0;1087.0;1066.0
0;506.7;480.4;385.9;552.4;11;14;6;22;000100011000000010100000000010011010100001022;001001100100001000101001010010001000010010102;110101000000000000000000100010000000000002222;101111001110000011000101011010111011000001001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;659.5;540.7;529.2;624.3;15;19;13;31;110001010000000011010000101110000000000011122;000100001111000101001111010110000110001100002;001010001111100100100000001100010000000102222;011111101111100011001111011110111011001001111;1077.0;1058.0;1088.0;1067.0
0;732.6;675.7;636.4;641.5;20;34;22;33;010001000100101011011100000011000111100011122;111110101011101001110110100111111111111111112;110001110010000000111011111001100100100012222;001111101100111101111100101100110111111111111;1078.0;1056.0;1087.0;1066.0
1;nan;438.4;nan;465.2;0;12;0;16;;100000001010010001010001101010000001000000102;;101010101001000011000110001000101000000110001;nan;1058.0;nan;1067.0
0;454.4;385.6;414.2;413.7;13;6;9;12;001001000000100001000000010001110100011000122;001000010000000000001000001010000000010000002;000001000010100011001000000001100100000002222;001000001000000010011000101001000110011000000;1077.0;1058.0;1088.0;1067.0
1;438.9;478.0;428.1;386.4;8;11;13;12;010000000000000100010011010000000000001001022;110000001001001100000000000010000010100000012;000110100100000011100010000000001001010002222;010000001001000000000010000010100100011010101;1078.0;1056.0;1087.0;1066.0
0;604.0;524.6;532.6;564.9;14;18;12;26;101001010010000011000000001111001000000011022;010000101111010101001001010011011000001000012;001100000001010000101110000000000000111102222;111100101110011001011101001010011100100101111;1077.0;1058.0;1088.0;1067.0
1;nan;437.5;nan;362.7;0;13;0;8;;010000000101000001110100101111000000000001002;;010011100000000000001000000010010010000000000;nan;1057.0;nan;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;381.8;436.4;409.0;476.6;6;12;8;17;001000000000000100100000000000001000000001022;001000000101000010001000001000000000111001102;001000000000000011000000000001110010000102222;111001111010100000000001010101100000000110001;1077.0;1058.0;1088.0;1067.0
1;459.3;516.8;418.9;495.5;9;15;7;14;100000010000111000000001000010010000001000022;100010110010101000000100001000000010010111002;000001000010000000100010000000001000011002222;000101101010001000110101000000100001000000101;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;460.0;nan;446.0;0;10;0;12;;101011000110000000100100000100010000000000002;;000000000000001010101001001001110010001000100;nan;1055.0;nan;1065.0
0;587.8;551.4;459.5;625.5;11;18;8;31;010000000000010001000010000001100110000011022;110000101101000010000000100000101100111111102;000000100100000010010000010000110100000002222;001111011101111100110011110100110111110101111;1078.0;1056.0;1087.0;1066.0
1;394.5;nan;450.2;nan;8;0;10;0;000000000000000001000100000010010100000001122;;010000000001100011000000011000010000100002222;;1075.0;nan;1085.0;nan
1;484.7;634.2;554.9;578.4;10;28;14;25;100000000000101010010000011000000010001000122;101101111111100110001111001111011100010010112;001100001110000110000110000010000000011002222;111010101111010011000101011110001101100010101;1077.0;1058.0;1088.0;1067.0
0;584.7;618.5;576.8;611.4;13;29;18;28;100101010000100110010000001000100100000010122;001101011111101000111111111111001101110001102;011000010001001100100011011011101001100002222;111111111101101011001101010110100011001010011;1077.0;1058.0;1088.0;1067.0
1;634.0;499.9;460.0;496.7;15;14;11;20;010000001000011110101100000011100001000010022;100000101100000110100000000011001010101000002;000110000000000000010011010000001000001012222;000011000101011100110011001001110010101001001;1078.0;1056.0;1087.0;1066.0
0;nan;384.2;nan;463.6;0;8;0;12;;100010101001100000000000000011000000000000002;;000000000100010100010100000000110100101000101;nan;1056.0;nan;1066.0
1;394.7;374.5;553.6;378.2;8;10;15;12;010010101000000000100000000000000010001100022;100010101000100000010000000000000000000110012;010000001101110000000000001100100111111002222;011001010000011010010000000000000010011010000;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;601.8;534.1;442.7;373.0;15;19;6;9;011111001000010010100100000101000000000011022;111100001010000000101110000000111010110101012;000101000000010000010000000000000100010002222;000000011101000000000010110100000000000001000;1078.0;1056.0;1087.0;1066.0
0;562.5;553.6;395.3;547.6;11;17;7;23;000001000100001101000000001001000010000011022;110000101010000000010010000100110010111101002;010000100000100000000000000010000100110002222;001010011101111100110101111000100100110001001;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;551.6;558.3;534.7;528.5;11;22;11;21;100000000100000010000001010010000101000011022;111000101101010101101010100000001111111000102;000100100000100000111001001000000100000012222;001101011101100110000010101000110110100111000;1078.0;1056.0;1087.0;1066.0
1;416.7;583.6;473.7;496.2;7;21;14;17;110001000010010000000000000000000000000011022;111101111110100100011111001010000000100000002;000100000101011010000000000000100111101102222;001100100010010010001001011100001101010000011;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;427.6;495.1;510.6;359.0;9;14;11;11;000000000100000101001010000000010001001001022;000010000010000001100001010010001110011001102;000101000100000000001100100010100011000002222;011000000110000100000101010100000100001000000;1076.0;1055.0;1086.0;1065.0
1;601.6;572.9;475.9;504.4;10;21;9;18;000000000010010001010001001000000100111000022;100001110110010101001011101010001010010011012;010010000001100100000000100010000001100002222;010001100100001001010101010011110010110000100;1075.0;1057.0;1085.0;1068.0
1;469.1;650.4;422.9;555.7;12;31;8;24;000010010101000001010010011001000000000011022;110111101011001101110110001111001110111110112;000001100001000000000001001010000000001002222;111100011100111100110100000010110111111000100;1078.0;1056.0;1087.0;1066.0
1;nan;481.7;nan;543.0;0;15;0;22;;110000001000000100101000001111101001110000002;;100100011100110100010111100000110110101010110;nan;1176.0;nan;1180.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;531.4;532.7;386.0;486.6;11;18;11;19;010000010000011011001000001000010100000001022;110000110111000101011000010010001100000101012;100100010000001001010000101001000000000102222;101110111010110011001011010000000110010000000;1077.0;1058.0;1088.0;1067.0
1;448.9;493.4;487.8;479.6;14;17;12;17;101000001001000100100010010000010110100110022;100001000100011101011101110010100000010100002;101100011001000101000000001010000001100002222;001011101110100000000001010001001000011010011;1077.0;1058.0;1088.0;1067.0
0;526.6;508.0;464.6;523.3;13;16;12;17;000000000110000011000011011110000000010101022;000011000011010000110000010111001010110001002;000000110100100110101100000011000000000002222;010000001001001000011001011001111000110001100;1076.0;1055.0;1086.0;1065.0
0;414.5;493.0;432.8;295.3;10;16;9;4;000101010000010101100000000010000001000010022;000010110100001010111100010000010001011100002;000000000010100100110001010010000100000002222;000000000000000000100000000000000010001010000;1076.0;1055.0;1086.0;1065.0
0;379.7;563.7;419.4;565.8;9;19;12;23;000100010000001000100010101000010000000100022;100001110000110010100000100010011101100101102;100010000000001000010100100011011000100002222;011111110010001001111111001011100010100000100;1075.0;1057.0;1085.0;1068.0
0;657.1;586.6;563.6;571.8;15;24;16;27;111000011100000011010010010000100110000100022;011111111001001001101101010100011110001010102;010010100011100000101000000111000001011112222;010011011001101011111111110001111001011000110;1076.0;1055.0;1086.0;1065.0
0;580.7;386.2;501.7;412.5;12;8;16;12;001001011110010011010000000000010010000000022;000010100100000000100000100000001000000000012;010000000011000000110000101111000100000102222;000000011110100001000000101000000001000001101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;609.5;613.5;590.1;651.7;13;25;14;34;001011110010010000010000001000001000011010022;100010110110001110100011100010001111111001112;100011100100111000000000011000000010010012222;000111111111111011111111011111110011001100111;1075.0;1057.0;1085.0;1068.0
0;345.7;466.0;448.0;453.0;3;13;12;13;000100000010000000000000000000000000000010022;000010000101101011010000010000001010011000002;110100000001001000110000001110000000000002222;001010000000101000010101100001010000110100000;1076.0;1055.0;1086.0;1065.0
0;336.9;465.4;480.8;439.3;1;11;14;11;000000000000000000000000000000100000000000022;100010000110001000000000010010100000001001002;000000100001101011000101000010001011100102222;000100100100001000010001000010000001010000101;1075.0;1057.0;1085.0;1068.0
0;nan;592.3;nan;526.9;0;24;0;18;;110001010110011110100111100011000001011011102;;000011000010010001011111100111110001000000100;nan;1177.0;nan;1181.0
0;471.1;495.5;533.6;431.8;9;15;12;13;010100001100000000000100000011010000000010022;111000001000010000111010000011010011000100002;010001100001110000110010000000100100000012222;001100011000001000000010000100101000011000110;1078.0;1056.0;1087.0;1066.0
1;420.3;481.0;447.5;404.4;7;12;12;13;010000000000000001001000010000001001000000022;110000001100000100011100010100001010000000002;000010000001000110010000000011000001010012222;000010010001000101010100101100010001001000000;1186.0;1176.0;1190.0;1180.0
0;445.4;489.1;413.9;468.7;13;15;5;15;100001010100000011100000000101011001010000022;010110011000000000100001111100101100100000002;000001000010000000000000000010000001100002222;000000110100010001110101011001000001000000101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;678.7;591.7;508.9;582.5;18;24;11;29;010001100100111001111000000101000010000111022;111000101001001100010100101101111011101110002;100000010000000001101000001001100000100002222;011110010011100111110111101101110111110001100;1078.0;1056.0;1087.0;1066.0
0;431.4;584.1;445.6;539.6;11;22;9;22;101000000001010000010010010000100001000000122;111110101001011001000110000110001010011110002;010000000000000001011000001010011000000002222;101000011101010100110111010100110100001100110;1078.0;1056.0;1087.0;1066.0
0;418.1;533.3;463.7;569.2;11;18;10;28;001010000010001100011011010000001000000000022;010000010000111000100011100111001010010010012;010010001010000000001010001000100000000102222;011111100110010101011111011011100111100100110;1075.0;1057.0;1085.0;1068.0
0;372.0;558.0;477.6;478.0;6;18;10;15;100000100000000000001100000000001000000100022;100000010011011010110100100010000000010101112;000010000000101010101010000010001001000002222;000001010110001011011100001101000000000100100;1075.0;1057.0;1085.0;1068.0
1;367.7;503.3;550.1;533.5;8;16;12;23;000000010100000000001001000010010000000100122;000111100001000001100010101110010010001000102;000010110011100000000000000000100010100002222;011101101100101010010110101111011001001001000;1076.0;1055.0;1086.0;1065.0
1;581.9;612.9;494.4;438.2;9;27;11;12;001001001000000001010010010000000100000100022;011111011111001001000001110011110011111101012;011010000001000000111000000010000010010002222;000000000000101001011001100101000001010000100;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;615.9;570.2;480.2;538.3;13;21;9;20;110000000000010101010010001000001000011011022;000000010000110011101010100010011101011111012;000011000101010000001000000100101000000002222;001001010011011011110110011001110010000000100;1075.0;1057.0;1085.0;1068.0
0;514.9;506.1;500.5;431.1;8;14;10;14;011001000000000000100100000000000001000001022;011000101101000101101000000000101100100000002;010000000001001010010001001100000010000012222;010001010000010000010000010101000001001101101;1078.0;1056.0;1087.0;1066.0
1;nan;536.0;nan;579.2;0;18;0;26;;000100000111001110000101101110100000001011002;;101111001110110011000001011111001001010011111;nan;1058.0;nan;1067.0
0;586.0;599.3;488.8;497.4;11;23;11;19;001000001011000010010011000000000010100001022;111111010110100001100011010101010000011110002;010000100010100100010010100000100000101002222;000001010000011110010101010111100000111010001;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;462.1;527.2;501.7;532.1;9;17;12;20;000000101000010101000010000000000010000001022;110000101110100000101000000000000011111011002;010101000010000010000100000100100100100102222;101111011001011110000000000100110000100111100;1078.0;1056.0;1087.0;1066.0
0;522.1;529.2;499.1;508.5;12;16;9;18;111011000110000000000010010101000000000001022;111000001000001100000110000010011110010001002;000101100000000000001011001100000000000002222;001001011100000100010011100000100101000111110;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;613.3;382.9;514.7;341.6;16;5;15;7;001101001100000011110010000010010101100001022;001000000001000001000000000000100000010000002;110101000010000000100100100110000011101012222;001000001000001000000000101100000010000000000;1076.0;1055.0;1086.0;1065.0
0;574.4;565.5;492.2;554.1;16;19;12;23;000000101111000001111001100000010001010100122;000011011101000101100100010111010001010101002;001000010010100001001000100000000010101002222;010010011010111011011101000001111001100100110;1076.0;1055.0;1086.0;1065.0
1;437.6;439.0;383.7;399.1;9;12;8;8;010010000010000100000001000000010100000100022;001000010010000001100000010100001001100010102;001000010110000000000000100000001011000002222;000001000100000000010011000000100100100000000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
